"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.1911466098311","-41.0986502468511","-5.70826945343418","8.01292054439229","8.53854221211164","6.63186556026021","4.18897957452076","8.3220908055096","4.41225284912647","7.15357818453764","10.8379761719997","14.2242928485335","14.7738362754582","11.161649451067","14.5914558579391","13.976488640084","14.5361003719158","7.65145505823371","-13.5457916827765","2.82448188304339","5.3190183518382","7.7353708344903","3.76412964842652","4.01064593319273","3.60636907832207","0.646135942752821","8.02439704883481","5.76988214903176","8.20864949959488","-6.70404931836521","6.25422006797622",
"American Samoa","ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37676078341285","0.958704603397948","0.238921012915611","-3.39475237932344","2.67197034041648","-1.80045000177043","-3.25794109501621","1.24526425733148","0.992450745719012","-3.2319106405226","-1.21950183979621","3.27902164193507","4.85444230115995","0.113644342114497","-5.13533988577697","4.87406112450759","1.83171396600592","7.64030127989335","0.648377683091113",
"Antigua and Barbuda","ATG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","4.03962553963768","7.61135349276569","7.69470761360897","3.51659744119333","-0.321429720602495","5.07889165344932","10.24252673417","8.16341220090273","12.0727308786451","7.22119529329677","5.82335267315783","5.82454958466398","3.51271910693902","1.6852369762895","-0.44512890191838","3.40085180029277","4.70769226256652","-6.21372328009356","4.46620012013024","3.36863333472152","2.77712157273098","1.95295711238063","4.45731128602871","-6.00079250324347","-0.255113806262315","4.88093230909411","4.60674122276856","5.23670908549634","11.2786589426306","7.82125342619786","-1.49759357737211","-13.2988680136123","-9.08917481882941","-3.12748110996195","2.25865493404473","-1.52526342370192","2.93615252322574","3.01146145768065","4.77073712765603","2.51607776512743","6.29221473809653","4.30330178928556","-20.6634788051455","4.64409548337281",
"Australia","AUS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.463670521667453","-1.14769970785858","4.19848630653445","4.90119722738464","3.92373990902112","0.0680200897506182","4.97151594397114","3.25626653306732","4.82837960902805","5.08501321765334","0.544149579791934","2.0177089085017","1.06244522127214","1.50486769957328","0.0963206425022207","1.56529552731419","2.43420875294618","-0.273326315810607","2.93167159529241","1.78726761638859","1.73808252004829","1.54890361982196","-3.55348639457499","3.3435773588233","3.88513510400308","2.47322456533657","1.01099434127158","4.04107228004848","2.13174042314532","2.05479381137212","-1.6447530474528","-0.689506014930075","3.1259863420148","2.98429779522998","2.73649928553792","2.60379028051277","2.79451834154317","3.57581858683417","3.81438537004641","2.71882936967131","0.739613357802241","2.81732541280495","1.9322128506921","3.10828675546351","1.90568336819068","1.36351402929009","1.90115067736041","1.51351019988101","-0.207409289676164","0.628836598169386","0.978468035158599","2.10380811026087","0.828325557835214","1.06033708469104","0.693065822727618","1.13842433965326","0.604963407727865","1.34828275238704","0.665151144847243","-1.27835805936483","2.10571122890686",
"Austria","AUT","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","4.96071718349175","2.02146966677637","3.47146615932408","5.41933601415172","2.81001278561553","4.90447900377782","2.24100975848387","3.9312418288779","5.909495926435","5.95049661811298","4.64694273134189","5.59238153081114","4.31090578116728","3.76537303179903","-0.0990300819682375","4.76336986923367","5.03964761322793","-0.129830487672749","5.53644793334178","1.73137779245161","-0.398620517722108","1.93812150521796","3.13962807993062","0.0575730929909071","2.45056567143844","2.23640235489538","1.29304527917799","3.14974650846239","3.42010178477146","3.55354764697123","2.41398645387723","0.97609224004664","-0.298754361000036","2.0087619437808","2.51091269369834","2.21143493269341","1.97797590805702","3.46782994124915","3.35504466142362","3.12743665014771","0.88025909788611","1.15267633135774","0.450946527234535","2.09971116889712","1.54987731693588","2.94341785870446","3.39173082681461","1.14330711888604","-4.01634004211772","1.59257712849987","2.57644831811446","0.222450576943075","-0.562298942527448","-0.122370667337563","-0.111540189504495","0.892469139632297","1.55072408627153","1.92771305987296","1.06696970619677","-6.8415447032182","4.10231717627012",
"Azerbaijan","AZE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.01238310352751","-23.7612021557258","-24.2568641648081","-20.7755585486808","-12.8134294386306","0.280213889570334","4.78428235238688","8.96088676293809","6.46158407611676","10.1910292674816","9.05182203818752","8.62535106573642","9.37646036430615","8.30153847939059","26.6600947700296","33.0304877689447","23.5906854137047","8.45745012555597","7.05060251949079","3.80649102062563","-1.19584296227708","0.816684128241235","4.45002009882025","1.47593694077869","-0.103121364891479","-4.17717168005237","-0.778416126232784","0.624486167739661","1.63585048130741","-4.95270173869491","5.13515857058169",
"Burundi","BDI","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-15.8701575978219","6.36524613972284","1.99009580607503","3.29186368082226","1.13599095799168","2.14804823902983","11.0019576864256","-2.6147911490193","-3.53231483185863","18.7795490872568","0.330633086872552","-6.32878360513878","7.12084892356324","-3.1295002766015","-1.69783827781391","5.64181804716884","8.72945385680934","-3.68673753667186","-0.743761010613468","-3.11611097804429","7.71972219940548","-3.45139302257731","0.989196177471598","-2.23883112774712","9.39399572786748","1.33164665272795","3.12900649958789","2.75838445796737","-0.571550671620642","1.42189606962945","2.91306841519621","-1.59756173450253","-3.06924845604414","-4.36690133962301","-13.2959272875708","-7.96469239270505","-1.47961011099991","2.81517602503756","-3.32995048345924","-2.86056587976486","-0.439187876685963","1.56853463106961","-4.27458819750004","1.01088204580134","-2.76488049377727","1.70671383891919","-0.277700517173798","0.637154645550055","-1.32769460696001","0.318221817835934","0.411511959732195","0.824080965967312","1.26359933436326","0.810602801312328","-5.9804956121318","-2.20613382981416","-1.77264648641454","-1.37713962186088","-1.45719303361136","-2.50846116980161","-0.889127327127696",
"Belgium","BEL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","4.63025713410768","4.79403451766454","3.57435354079992","5.9491393563053","2.62444466112051","2.46146245343786","3.29157574176963","3.78504436430799","6.32828364655947","5.47879045116598","3.79648857021621","4.88408823965759","6.04748869860843","4.23677749584877","-2.2488296459421","5.46414001910085","0.501978716739828","2.74598979013953","2.2491275158491","4.32900827500772","-0.276653455476932","0.622329069570625","0.319812264093457","2.46792156248318","1.6215189754227","1.78646965584545","2.21947811567212","4.39079500978028","3.09399912598727","2.83026797508926","1.45537172593085","1.11956586015553","-1.34799970972101","2.90931876907965","2.17055027384056","1.12366901833482","3.54278906412047","1.7443238954726","3.30570651382183","3.46545257130404","0.752482909593709","1.25198460635012","0.615879780344869","3.12392891839559","1.76045559407572","1.87818319997308","2.91833834881372","-0.343452718095421","-2.80592074025158","1.928764195703","0.38003456979618","0.11640257847661","-0.0131483860964465","1.12859572471172","1.45189336758756","0.755268919102846","1.22886623616918","1.33065222724522","1.68977647446013","-5.76839830908564","5.63630819334442",
"Benin","BEN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","1.56732657295851","-4.99367661686","2.95229299052859","4.76297938857557","3.36090140997929","1.6147999727594","-0.879979557001505","1.78500881188086","0.794771018321754","-0.00525611905031553","-3.56802348618174","4.13266327561936","1.42560524711637","1.02615754352104","-7.07478178298757","-1.495413472287","2.43415426535789","-1.2637656758498","3.81078102656869","3.95356179891975","6.95177861569543","-0.609693402440058","-7.03384020143206","4.8741650901066","4.45294266308936","-0.788228017029368","-4.38654740279539","0.348282456356159","-5.742503605333","5.71244559420417","1.08257117669032","-0.149859619960992","1.22888348788844","-1.72072452945365","3.88594239135263","1.67829882726042","2.70244771564252","0.848000050090732","2.16959373306796","2.68964737900177","2.20736492388005","1.54895924760953","0.37202480236229","1.31651203758068","-1.46781382104416","0.811410156798331","2.98205331853927","1.84962506949418","-0.648436891010405","-0.839355823905237","-0.00742819168856101","1.80006449253156","4.12760623456288","3.29050499914023","-1.18168483600668","0.335852248057719","2.60355023305989","3.62426821593731","3.82450756460371","0.951676065344273","4.23897927889172",
"Burkina Faso","BFA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.55227305245495","4.58435388855614","-2.73307501599368","0.722415694228019","2.11857321351685","-1.08984381523966","7.03057027028935","1.33130745987913","0.294221708388932","-1.59425907269835","-0.294598742519824","0.593348564850473","-1.29278280218303","6.2999803008865","0.979790814508789","6.26161822046323","-1.92600908506115","2.04406792174427","1.02061224925131","-1.86412486590542","1.46349988130423","6.59806260395466","-2.44363476545","-4.57008343126914","5.42050977786977","4.9480953917265","-2.92314441868425","3.00256742760166","-0.508371835133687","-3.17322794415276","6.34816829414709","-2.20551414476699","0.92197404161665","-1.20682002487743","3.04104049517302","8.21411497928881","3.62272638630733","4.3981361846896","4.29923200691815","-1.10685082808791","3.42037281461964","1.1931569551423","4.50716331077845","1.25080372415214","5.29343297349088","2.98669213366389","1.00130262746538","2.7310856339255","-0.012474271014014","5.30514455524253","3.50270659412131","3.273591495689","2.65729533056167","1.26399638537625","0.877785604827011","2.89349832690679","3.20325683612816","3.69351332759673","2.8687281522254","-0.773847473861267","4.11014034563209",
"Bangladesh","BGD","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.01980165923581","2.33866931593639","-3.40541391726758","7.66892636903435","-1.39102097827588","-0.437251747345485","-4.78181745844699","6.25388242049458","-1.65479153975141","3.00061464021741","-6.63284664788988","-15.1776587564126","0.714228598763384","6.88326497953815","-6.33839177776895","3.33767829123759","0.363427679127511","4.57154147448379","2.36981201523854","-1.60928609905919","4.46447480135423","-0.6342625738435","1.03984481214312","2.01470133649153","0.730590409182128","1.72185126480127","1.48143235560545","0.22351573502894","0.674980728998051","3.40036959603947","1.50047071903816","3.51972854810003","2.72970613487071","1.91670729966893","3.17718550322856","2.70624981674052","2.63848715149697","3.22214985884857","2.68471710478295","3.30590093463195","3.10043669181933","1.9216894198362","2.92613454296232","3.50574323998593","4.93096820478085","5.38833071623192","5.93918151481718","5.07673024802307","4.12468580681646","4.37348466696672","5.17452087467107","5.2049911200851","4.6787219183048","4.74777922657421","5.29106080830215","5.80321039762626","5.26645511283064","6.08023776882422","6.68766272688883","2.27110515324938","5.71664509801528",
"Bulgaria","BGR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","4.55114422945113","2.03229416414514","3.17252088190835","3.15480736579872","2.68495339547879","4.23524126828208","5.89861249442032","10.8200908465448","-2.15169070515859","-7.4632076536532","-7.53406884920661","-6.27126386481048","-0.691213557650556","2.16435886822359","3.32039695594395","5.74937123991128","-13.590923632852","4.48402422451059","-7.88107260429666","5.10505505789476","5.91115929156733","8.19521669380978","6.07406332933225","7.31740447958063","7.86550164735722","7.616849472205","7.44148779706968","6.87712782797209","-2.72241540783777","2.21243106343319","2.75801177413106","1.34021710890744","-0.00242338038522405","1.54238792053928","4.09010768554509","3.76506855458946","3.51553833482474","3.42891056956151","4.77305607323567","-3.38040072418435","8.51524959390686",
"Bahrain","BHR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-9.03825312415351","-10.7684403775292","2.7614848039548","1.38552543653974","-8.08183496222983","-2.37282654164933","6.52576255286024","3.28704631329111","-3.04839598332819","0.992712756857642","7.49120496952158","3.02347372347651","9.07623044352641","-3.52857225027373","0.593021767804359","0.848609081803488","-0.0483967911194583","1.69827354989994","1.33902082529016","2.44215746058789","-0.149721120011094","0.853377100184872","2.20824336370546","-0.103815979252317","-1.33644959520269","-1.10535302232421","1.05540051566699","-0.434970498581649","-3.46843446100006","1.39489073188075","2.11544569879072","2.63895139436892","2.34759588274413","0.413894139030546","-1.35238152136513","0.0672330100929202","0.913957633052064","0.0167861091434816","1.69872414350014","-3.86011163684792","3.21765877991808",
"Bahamas, The","BHS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","5.40512623259973","5.12722578895684","5.24612513863623","5.60807992131551","5.80270770887942","4.40554179971235","4.83584002583622","3.6650090103161","4.38316572595576","-9.01221302099061","-1.29717849586477","-5.91830655681669","5.132387065478","-18.5238125798164","-16.5392973149347","3.03397604529776","6.85397272033252","11.799452565594","23.6041618541123","4.4363122153204","-10.9004658331012","4.75910162120232","1.6664245202293","12.0029165314906","2.79640576405265","-0.179242552200904","1.0450335639776","0.410835212935012","4.70086405673362","-3.48158874118411","-6.04880613026722","-5.8430506018621","-1.84723607592511","1.10240621746259","2.44243100857705","2.38503354186498","5.0708797682064","-6.08623094609413","10.490061173522","2.62968206387406","1.18926790039269","1.35906333721674","-2.5736485910997","-0.46956117723586","1.99358370355381","1.1040873612519","0.0279896889981757","-3.7044047992953","-5.54577518325326","0.119788587477856","-0.631937738887828","1.97765797844617","-3.76728367121683","0.936220395362525","0.0796698475642899","-1.67864265759144","2.26401961302444","1.09978136712807","1.2284537636035","-24.1813134485299","13.3196726263631",
"Bosnia and Herzegovina","BIH","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1801580822297","81.355165382179","29.7415235311227","13.7091000113068","8.5983493513537","12.054882547569","2.04286360413084","4.94043854306381","4.23091833222622","7.37487547486634","5.12951620444926","6.35463087226158","7.18328671081518","7.16809278692932","-1.36252916749166","2.62997048976155","2.79214141494666","1.03433928506647","3.95729612900774","2.47075227986109","4.45646033067895","4.43401424082919","4.39985514987144","4.95738616073147","4.03711287511099","-1.88422756676914","9.10616370393909",
"Belarus","BLR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.24556701859204","-9.79838380875783","-7.80376996116749","-11.5955751156865","-10.1088527979856","3.14668606579787","11.8639522017171","8.88936450577324","3.86637865396303","6.29963644799005","5.26389213061604","5.71608241057706","7.79491791221358","12.2126183222786","10.1497671724788","10.6755867998734","9.09945997853627","10.5813049917168","0.446705795918476","8.03408813400748","5.62588118638354","1.84652026755825","1.04224341321542","1.66927992865882","-3.95725125382174","-2.61191380516274","2.64480752237135","3.36999151883471","1.60481819172","-0.278203386915138","2.73401499005261",
"Belize","BLZ","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.25869870677077","2.24165582470653","2.11759313326263","1.99758408701076","1.86183458970308","1.6450358123341","1.75944848479659","4.1749615101774","2.15277400969778","2.4151601047899","2.11320262234038","8.48818300776135","3.83980899422855","12.0193058519106","1.86549858020307","-2.03377492803951","4.37578064875019","5.7846536388051","5.32609202972955","10.8495691387326","-1.33468069633177","-2.4967254834451","-4.42823858695836","-0.369728066527358","-1.28356215968213","2.19156944647645","8.28135590861794","7.37801759828267","10.5567196075535","9.06668172195484","9.13789313556077","9.7785662558279","4.11519033904844","-1.94330041138444","-1.90118753070652","-1.9980324213099","0.111778475494418","0.327394790220637","5.2881951286199","9.39899285981485","1.78448646689631","1.87449396632064","6.01391004862366","1.50483926058725","-0.807645036123702","1.55929681080747","0.340204416223571","-4.25777401137918","-3.14566228207478","-1.23807601673238","-2.35849372507641","1.54089715988582","2.21570971318503","1.8304443236663","1.20302852831588","-1.91523472041482","-3.63114444833414","-0.84761704829117","2.61421723235857","-14.6804661413714","13.7542309064012",
"Bermuda","BMU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.14927472421054","2.00396995600214","-1.26075471662229","8.38337423396958","2.25077844349211","12.3454545462937","11.0966735966069","0.178748759079326","1.52093674129701","4.37934158997402","4.19528388348292","2.56407397946478","2.23820502383785","1.63282738698605","4.55127153161084","8.52900407630659","5.50081628571819","1.07422933787549","1.76823912528133","6.22614189721537","1.67423554394131","-5.96695963797384","1.13164813836153","-0.396562990683179","-2.82158592105705","5.76696524931981","2.91245311143562","3.16809011881453","-0.399432873969317","-0.798461538372536","-3.03588133852587","0.666851964311704","2.4577659243951","-0.0956975146286823","3.65476314621027","1.94694747925466","3.96372465852386","3.13962728616335","2.80572174794659","8.34832420616188","6.07136913784475","-2.11673168104547","2.73627127446632","1.65507133528592","1.01807989701432","4.94027251942389","2.76381533456662","-2.44478025615982","-6.14862940548659","-1.73636323640892","-2.90785082905049","-5.64726274774529","-0.591137895206543","-3.90360610786885","0.622598426821042","0.39386919987983","4.71610220533942","-0.50289929998705","0.317253010947766","-6.81170948672607","5.45644723713936",
"Bolivia","BOL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.00612882167570206","3.40960107378763","4.5892856984936","1.7961057126676","2.72011830051071","4.9131592002724","4.0597227947427","6.20567492708501","2.21863794230659","2.94555481261884","2.76466900524719","5.59054938033906","3.40007594039888","0.649968717919009","4.92506396848714","2.2890457272669","2.63140158337281","-0.22074144767933","-2.08421835104483","-3.5332385594216","-1.894807976495","-5.99313535176599","-6.0724283287048","-2.29670000679937","-3.73511538556099","-4.61074065449223","0.318505712710277","0.752142046306076","1.62345636853215","2.46741157451369","3.10599496109178","-0.408970621117135","2.19524003830136","2.63706307911326","2.7059284638292","2.42944609268628","3.04214191428886","3.1369975478891","-1.38342923337323","0.675361125043224","-0.0999868428788346","0.706590425667144","0.933272881013124","2.37720837843311","2.62741194852624","2.98196771466748","2.75018668026333","4.32817113629997","1.60145645539657","2.37533557597251","3.45367377326657","3.39719643988016","5.06979542446618","3.78318705934984","3.22053894217879","2.66307418762284","2.62330330357308","2.6847971997509","0.737697291142965","-9.95240491983218","4.84697248127921",
